SubsetSppID,AOU,CommonName,Route Expected,MeanN,logN,MeanLogN,AbundClass,Mass(g),logMass,66-04Trend,TrConf,NumRoutes2002,Brange_Area_km2,log_Brange_Area,Mean_Rel_Im,new_Im,Num_routes,migclass,migclass1,BiomeH,BiomeH_noMex,NumBiomes,OMI,Tol,1yr Prop,5yr Prop,10yr Prop,Foraging,Trophic Group,,,
227,6080,Scarlet Tanager,409,3.7388406735,0.5727369586,0.3761127902,Med,29,1.4623979979,-0.2,Y,612,2601578.49756989,6.4152369344,0.55811,0.54749,455,neotrop,migrant,0.6457247495,0.6457247495,7,1.3950292612,0.1044764791,0.628,0.792,0.851,hover/glean,insectivore,,0.44189,0.45251
228,6090,Hepatic Tanager,18,2.4152080652,0.3829545503,0.2411381733,Low,38,1.5797835966,3.6,Y,18,1108858.13389458,6.0448759865,0.5541,0.49948,8,neotrop,migrant,2.9426258677,2.1269217107,21,9.0509216672,0.1046691466,0.278,0.389,0.389,foliage glean,insct/om,,0.4459,0.50052
229,6100,Summer Tanager,307,4.7859157509,0.6799650492,0.4842798772,Med,28,1.4471580313,0.4,B,503,3270936.41535,6.5146721018,0.57104,0.53779,367,neotrop,migrant,2.1752747695,2.1247147896,30,5.3974283908,0.6233516248,0.57,0.694,0.733,foliage glean,insectivore,,0.42896,0.46221
230,6110,Purple Martin,553,9.4530972208,0.9755741244,0.6518546957,High,49,1.69019608,0,Y,734,5719269.3730212,6.757340552,0.26936,0.24334,578,neotrop,migrant,2.0052626013,1.9687103255,36,3.86738481,1.5039064908,0.472,0.626,0.707,aerial foraging,insectivore,,0.73064,0.75666
231,6120,Cliff Swallow,614,33.782190939,1.5286878123,0.8827991692,High,22,1.3424226808,0.7,Y,880,11966860.0934481,7.0779802137,0.21772,0.20825,784,neotrop,migrant,2.7193936054,2.6195777406,42,0.8693493903,1.3861043379,0.419,0.622,0.705,aerial foraging,insectivore,,0.78228,0.79175
233,6130,Barn Swallow,794,15.244046185,1.1831002559,0.9333162597,High,17.5,1.2430380487,-0.9,Y,1967,12876428.6426762,7.1097954255,0.38613,0.3689,1734,neotrop,migrant,2.6323270453,2.5809628548,41,0.4153754327,1.3638781982,0.844,0.928,0.951,aerial foraging,insectivore,,0.61387,0.6311
234,6140,Tree Swallow,630,7.5878021005,0.8801159954,0.5947514264,Med,20,1.3010299957,0,Y,1108,11680110.249963,7.0674469422,0.34599,0.33392,912,short,migrant,2.1327684512,2.1327684512,32,1.0150303215,0.7519577936,0.597,0.776,0.819,aerial foraging,insectivore,,0.65401,0.66608
235,6150,Violet-green Swallow,229,9.9442386831,0.9975715398,0.6447484005,High,14,1.1461280357,1.1,B,351,6092544.6761553,6.7847987225,0.36666,0.33152,289,neotrop,migrant,3.0738819529,2.9692095805,36,4.0868976007,1.4543951183,0.424,0.594,0.677,aerial foraging,insectivore,,0.63334,0.66848
236,6160,Bank Swallow,522,9.47463067,0.9765622898,0.5537481204,High,15,1.1760912591,-0.6,B,276,10473732.2062519,7.0201014656,0.14278,0.15355,233,neotrop,migrant,2.02274314,2.02274314,35,1.2923701942,1.032134756,0.144,0.358,0.502,aerial foraging,insectivore,,0.85722,0.84645
237,6170,Northern Rough-winged Swallow,777,4.3832869832,0.6417999058,0.3769875149,Med,16,1.2041199827,-0.7,Y,713,9817129.3421379,6.9919845129,0.23888,0.23625,515,neotrop,migrant,2.7514402521,2.4775152025,37,0.1348010867,1.8697176613,0.349,0.638,0.752,aerial foraging,insectivore,,0.76112,0.76375
238,6180,Bohemian Waxwing,48,3.2870205026,0.516802413,0.30272368,Low,56,1.748188027,,,18,3988925.02139214,6.6008558731,0.37068,0.30106,18,short,migrant,1.6071000903,1.6071000903,16,11.25350234,0.5174979089,0.083,0.25,0.25,foliage glean,insct/om,,0.62932,0.69894
239,6190,Cedar Waxwing,536,8.8454440134,0.946719638,0.707311951,High,32.5,1.511883361,1.1,B,1061,7417234.17846383,6.8702419909,0.35702,0.32486,893,short,migrant,1.9258041301,1.9258041301,24,0.9925996128,0.4753842777,0.67,0.832,0.868,foliage glean,insct/om,,0.64298,0.67514
240,6200,Phainopepla,25,5.2114986359,0.7169626284,0.3415474544,Low,24,1.3802112417,-0.3,B,44,1251846.8323,6.0975511947,0.42116,0.36379,28,neotrop,migrant,2.3582262573,2.1380512663,25,10.622066002,0.6384050777,0.56,0.64,0.68,foliage glean,frugivore,,0.57884,0.63621
241,6210,Northern Shrike,22,1.375,0.1383026982,0.0501716659,,66,1.8195439355,,,,3525154.19765947,6.5471781187,,,,short,migrant,1.4035665546,1.4035665546,9,11.758393293,0.78350449,0,0.091,0.136,swoops,insectivore,,1,1
242,6220,Loggerhead Shrike,599,2.7946260221,0.4463236987,0.2805685658,Low,47,1.6720978579,-3.8,B,497,8856430.87712502,6.9472587374,0.46748,0.4556,278,short,migrant,2.6706245589,2.5173216609,37,2.0173367444,1.0533903095,0.237,0.381,0.467,swoops,insectivore,,0.53252,0.5444
243,6230,Black-whiskered Vireo,10,7.0590277778,0.8487448909,0.5887199406,Med,18,1.2552725051,,,6,270114.476213721,5.4315478599,0.45682,0.50339,4,neotrop,migrant,1.7251467304,0.7549197109,5,16.607628695,0.0618323963,0.1,0.1,0.1,foliage glean,insectivore,,0.54318,0.49661
244,6240,Red-eyed Vireo,673,16.038971709,1.2051765213,0.8117647173,High,15.5,1.1903316982,1.3,Y,1379,11769234.7774447,7.0707482264,0.58866,0.5744,1142,neotrop,migrant,1.8586681935,1.8586681935,26,1.2588076783,0.1954614543,0.724,0.819,0.866,hover/glean,insectivore,,0.41134,0.4256
245,6260,Philadelphia Vireo,83,2.9429870453,0.4687883504,0.2184320809,Low,12,1.079181246,2.5,B,59,2740030.09159076,6.4377553324,0.53437,0.57814,29,neotrop,migrant,1.3114724112,1.3114724112,9,4.4904939969,0.257853595,0.096,0.193,0.313,hover/glean,insectivore,,0.46563,0.42186
246,6270,Warbling Vireo,697,6.476860394,0.8113645361,0.5173022895,Med,15,1.1760912591,1.1,B,1109,9790512.56206592,6.990805429,0.54343,0.54075,824,neotrop,migrant,2.5222524617,2.4664203593,35,1.6874792202,2.6097997812,0.532,0.664,0.72,foliage glean,insectivore,,0.45657,0.45925
247,6280,Yellow-throated Vireo,461,2.1389300192,0.3301965757,0.2145709709,Low,18,1.2552725051,1.1,Y,513,3164624.55080813,6.500322193,0.53518,0.53485,280,neotrop,migrant,1.0722931882,1.0722931882,11,2.2990918882,0.9327916432,0.41,0.683,0.781,foliage glean,insectivore,,0.46482,0.46515
248,6290,Blue-headed Vireo,180,3.2448596084,0.5111959114,0.3031293631,Low,17,1.2304489214,4.9,Y,333,3317326.50532648,6.5207882187,0.5509,0.55165,213,neotrop,migrant,0.8964313447,0.8964313447,8,1.9592755584,0.2468963791,0.522,0.711,0.778,foliage glean,insectivore,,0.4491,0.44835
249,6291,Plumbeous Vireo,51,4.6915160304,0.6713132046,0.4567145462,Med,17,1.2304489214,-0.2,B,173,1294382.211221,6.1120625358,0.58932,0.55344,132,neotrop,migrant,2.6141285118,2.2472905276,18,5.7291876861,0.7494499493,0.373,0.451,0.529,foliage glean,insectivore,,0.41068,0.44656
250,6292,Cassin's Vireo,99,4.3166862147,0.6351504804,0.442000007,Med,17,1.2304489214,1.1,B,90,1412071.622731,6.1498567254,0.52635,0.51134,69,neotrop,migrant,2.5178068022,2.5178068022,20,8.2540166712,0.565566559,0.414,0.566,0.667,foliage glean,insectivore,,0.47365,0.48866
251,6300,Black-capped Vireo,11,3.2720238095,0.5148164552,0.3880976902,Low,9,0.9542425094,,,5,389882.860808521,5.5909341441,0.948413,0.49831,3,neotrop,migrant,1.5968338703,1.5968338703,9,8.3495222584,0.0578366092,0,0.091,0.182,foliage glean,insectivore,,0.051587,0.50169
252,6310,White-eyed Vireo,381,7.2089971633,0.8578748546,0.5765840013,Med,11,1.0413926852,0.3,B,640,3035092.47443389,6.4821719279,0.54197,0.54141,485,neotrop,migrant,1.6670178909,1.6175642473,16,6.5863769485,0.7029389894,0.601,0.724,0.782,foliage glean,insectivore,,0.45803,0.45859
253,6320,Hutton's Vireo,45,2.9123115079,0.4642378263,0.3453505882,Low,12,1.079181246,0.7,Y,81,1215937.92984365,6.084911406,0.5979,0.5626,48,resid,resid,2.9058397289,2.4571255577,26,6.8680728979,0.6158946144,0.311,0.489,0.556,foliage glean,insectivore,,0.4021,0.4374
254,6330,Bell's Vireo,142,4.0738375524,0.6100037072,0.281427979,Med,9,0.9542425094,-2.7,B,110,2636903.3901222,6.4210942186,0.46266,0.44624,73,neotrop,migrant,2.1337051871,2.0600964256,28,4.222669913,1.2916944375,0.169,0.324,0.437,foliage glean,insectivore,,0.53734,0.55376
255,6340,Gray Vireo,17,2.7452729045,0.4385855237,0.2297522706,Low,13,1.1139433523,0.5,Y,18,483111.700192602,5.6840475555,0.48157,0.49574,13,neotrop,migrant,2.2688168746,2.2688168746,24,8.9111994131,0.3562762421,0.176,0.294,0.294,foliage glean,insectivore,,0.51843,0.50426
256,6360,Black-and-white Warbler,400,3.6259097615,0.5594169916,0.3617085944,Low,11,1.0413926852,-0.4,B,543,5371649.07226428,6.7301076326,0.55149,0.55448,333,neotrop,migrant,1.2094001294,1.2094001294,11,1.6388534823,0.2242717725,0.435,0.62,0.683,bark glean,insectivore,,0.44851,0.44552
257,6370,Prothonotary Warbler,298,2.8016801756,0.4474185571,0.2391541305,Med,15.75,1.1972805581,-1.5,Y,182,2172594.99211077,6.3369787741,0.47085,0.37442,81,neotrop,migrant,1.2161450057,1.2161450057,9,6.3509948261,0.56520463,0.228,0.322,0.386,bark glean,insectivore,,0.52915,0.62558
258,6380,Swainson's Warbler,121,1.441760729,0.1588931919,0.0931534179,Low,19,1.278753601,8.6,Y,40,1143173.02635651,6.0581119685,0.50038,0.4598,13,neotrop,migrant,1.2274627273,1.2274627273,9,7.7106960715,0.4817994226,0.116,0.273,0.322,ground glean,insectivore,,0.49962,0.5402
259,6390,Worm-eating Warbler,284,1.9382000599,0.2873986027,0.1793631655,Low,13,1.1139433523,1.2,Y,176,1753886.22813,6.2440014179,0.45442,0.46999,60,neotrop,migrant,0.9692607574,0.9692607574,7,2.4832971779,0.3287341139,0.236,0.415,0.475,foliage glean,insectivore,,0.54558,0.53001
260,6410,Blue-winged Warbler,308,2.2139063702,0.3451592499,0.2120755242,Low,8,0.903089987,-0.7,Y,146,1782986.44093656,6.2511480405,0.46527,0.48229,63,neotrop,migrant,0.5579392375,0.5579392375,5,1.4855372951,0.084154811,0.211,0.373,0.461,foliage glean,insectivore,,0.53473,0.51771
261,6420,Golden-winged Warbler,252,1.8116533793,0.2580751084,0.1477509768,Low,9.5,0.9777236053,-2.5,Y,52,1392609.33262013,6.1438293013,0.54808,0.49475,30,neotrop,migrant,0.2447349452,0.2447349452,4,2.3587082528,0.370369676,0.075,0.159,0.254,foliage glean,insectivore,,0.45192,0.50525
262,6430,Lucy's Warbler,16,12.431495859,1.0945233896,0.6192827157,High,7,0.84509804,-0.3,B,20,391513.06044337,5.5927462542,0.45154,0.37534,14,short,migrant,2.0790688063,2.0177792422,17,11.87498859,0.1563189435,0.375,0.625,0.625,foliage glean,insectivore,,0.54846,0.62466
263,6440,Virginia's Warbler,21,4.5691246725,0.6598330083,0.4699218233,Med,8,0.903089987,-0.8,B,55,280847.57124104,5.4484706725,0.4606,0.46704,47,neotrop,migrant,2.054018444,2.054018444,17,8.9930927363,0.4221309967,0.333,0.429,0.476,ground glean,insectivore,,0.5394,0.53296
264,6450,Nashville Warbler,205,8.6052630747,0.9347641518,0.5514456015,High,9,0.9542425094,2.7,B,324,2764620.90789281,6.4416355881,0.54573,0.53642,251,neotrop,migrant,1.4777764169,1.4777764169,19,1.9824918514,0.2230126129,0.42,0.546,0.644,foliage glean,insectivore,,0.45427,0.46358
265,6460,Orange-crowned Warbler,181,8.2497370878,0.9164401082,0.5873008128,Med,9,0.9542425094,-1.3,B,330,7451933.47399965,6.8722689691,0.53501,0.52045,259,neotrop,migrant,2.1614801533,2.1614801533,31,3.5302839036,1.0508544303,0.431,0.53,0.58,foliage glean,insectivore,,0.46499,0.47955
266,6470,Tennessee Warbler,65,6.5804114399,0.8182530487,0.3884805922,High,10.25,1.0107238654,-0.3,Y,102,4757616.34599462,6.6773894176,0.38251,0.43241,55,neotrop,migrant,1.0682751972,1.0682751972,11,5.7749728417,0.7727530608,0.277,0.431,0.615,foliage glean,insectivore,,0.61749,0.56759
267,6480,Northern Parula,408,3.9315876673,0.5945679641,0.3580216965,Med,9,0.9542425094,0.8,B,553,3352709.9630524,6.525395985,0.4964,0.49032,384,neotrop,migrant,1.3011226078,1.3011226078,11,3.1920445137,1.1326003705,0.458,0.662,0.718,foliage glean,insectivore,,0.5036,0.50968
269,6500,Cape May Warbler,59,1.9858709273,0.2979510179,0.1683208673,Low,11,1.0413926852,0,Y,55,2565011.57338435,6.409089329,0.43719,0.53564,23,neotrop,migrant,0.7874224254,0.7874224254,7,3.98559056,0.261622086,0.119,0.254,0.475,foliage glean,insectivore,,0.56281,0.46436
271,6520,Yellow Warbler,704,7.9350426992,0.8995492681,0.5990127549,Med,11.5,1.0606978404,0.3,B,1327,14878009.7391728,7.1725448387,0.527,0.51309,998,neotrop,migrant,2.4990021468,2.4489408758,38,1.2607271964,1.0250628084,0.649,0.79,0.835,foliage glean,insectivore,,0.473,0.48691
272,6540,Black-throated Blue Warbler,136,2.7229325216,0.435036879,0.2795964596,Low,10.75,1.0314084643,1,Y,173,1145360.43705199,6.0589421777,0.50929,0.46143,99,neotrop,migrant,0.484876992,0.484876992,4,2.5552229001,0.1248306055,0.36,0.603,0.654,hover/glean,insectivore,,0.49071,0.53857
273,6550,Yellow-rumped Warbler,316,10.835601856,1.0348530389,0.7146425208,High,12.38,1.0927206447,0.4,B,374,9823384.73799527,6.9922611538,0.56809,0.56508,299,short,migrant,2.2041237025,2.2041237025,34,3.847653162,1.2504736266,0.573,0.671,0.712,foliage glean,insectivore,,0.43191,0.43492
274,6570,Magnolia Warbler,156,7.1032154341,0.8514549866,0.4802612381,Med,9.5,0.9777236053,1.6,B,261,3647918.04635345,6.562045073,0.53391,0.53371,216,neotrop,migrant,0.8997871326,0.8997871326,9,3.0735187488,0.1152556843,0.417,0.628,0.692,hover/glean,insectivore,,0.46609,0.46629
275,6580,Cerulean Warbler,256,2.1579929372,0.334050019,0.1765211958,Low,9.5,0.9777236053,-4.3,Y,73,1232869.7897619,6.0909172108,0.25105,0.41437,27,neotrop,migrant,0.4704377646,0.4704377646,5,1.7582477071,0.118575559,0.105,0.199,0.281,foliage glean,insectivore,,0.74895,0.58563
276,6590,Chestnut-sided Warbler,204,7.8127588722,0.8928044207,0.6081166298,Med,9.75,0.9890046157,-0.6,Y,410,2416050.67105454,6.3831060384,0.56727,0.56214,340,neotrop,migrant,0.9233725648,0.9233725648,5,2.5248555031,0.1645468794,0.681,0.809,0.863,foliage glean,insct/om,,0.43273,0.43786
277,6600,Bay-breasted Warbler,48,2.2705053043,0.3561225208,0.1805969058,Low,12.75,1.1055101848,-2.4,Y,50,2636135.63276897,6.4209677515,0.50121,0.43136,23,neotrop,migrant,0.6294285988,0.6294285988,6,3.6782400898,0.0852931093,0.104,0.375,0.458,foliage glean,insectivore,,0.49879,0.56864
278,6610,Blackpoll Warbler,45,5.9892835922,0.7773748774,0.3835416955,Med,13,1.1139433523,-2.7,Y,51,6319508.19057211,6.8006832811,0.48404,0.48439,47,neotrop,migrant,1.2559846542,1.2559846542,14,6.9363838364,0.9294273395,0.178,0.467,0.556,foliage glean,insectivore,,0.51596,0.51561
279,6620,Blackburnian Warbler,188,3.2236243923,0.5083444333,0.3149275743,Low,10,1,0.8,B,201,2021385.13536406,6.3056490677,0.54302,0.53343,144,neotrop,migrant,0.8131293732,0.8131293732,5,2.6980932168,0.1319366865,0.351,0.516,0.596,foliage glean,insct/om,,0.45698,0.46657
280,6630,Yellow-throated Warbler,269,2.5194825073,0.4013113474,0.237770232,Low,9,0.9542425094,0.9,Y,217,1929246.24405254,6.2853876634,0.54523,0.47711,117,neotrop,migrant,1.2227753234,1.2156964044,8,4.0407770612,0.5219367178,0.26,0.431,0.528,bark glean,insectivore,,0.45477,0.52289
281,6640,Grace's Warbler,27,6.3612528345,0.8035426574,0.6594225732,Med,8,0.903089987,-2.3,Y,23,1126277.13983825,6.0516452693,0.44552,0.42648,20,neotrop,migrant,2.9578196241,2.3025198985,16,8.2711542888,0.1074846389,0.185,0.185,0.185,foliage glean,insectivore,,0.55448,0.57352
282,6650,Black-throated Gray Warbler,113,4.8365022877,0.6845313975,0.4480395455,Med,8.5,0.9294189257,0.1,B,132,1792245.81694829,6.2533975754,0.49725,0.4846,89,neotrop,migrant,2.6621609961,2.6621609961,25,6.4304768416,1.0962165946,0.23,0.416,0.469,foliage glean,insectivore,,0.50275,0.5154
284,6670,Black-throated Green Warbler,230,4.7135367133,0.6733468941,0.4272319279,Med,9,0.9542425094,-1.8,B,358,3308313.21853179,6.5196066202,0.49223,0.48339,263,neotrop,migrant,0.7987414045,0.7987414045,7,2.2201581087,0.1691369731,0.526,0.661,0.704,foliage glean,insectivore,,0.50777,0.51661
285,6680,Townsend's Warbler,56,9.8494217687,0.9934107351,0.5834450678,High,9,0.9542425094,0.5,Y,113,1400111.65690632,6.1461626714,0.46946,0.45053,94,neotrop,migrant,2.2089997052,2.2089997052,16,5.9815423934,1.1361303457,0.5,0.589,0.768,foliage glean,insectivore,,0.53054,0.54947
286,6690,Hermit Warbler,37,12.504661072,1.0970719251,0.7900451275,High,9.75,0.9890046157,0,B,74,335122.8884751,5.5252040906,0.48902,0.4788,54,neotrop,migrant,2.0552252494,2.0552252494,15,10.206225858,0.463110722,0.27,0.432,0.486,foliage glean,insectivore,,0.51098,0.5212
287,6710,Pine Warbler,293,7.066176895,0.8491845054,0.5608318634,Med,12,1.079181246,0.9,B,568,2377227.8712643,6.3760708134,0.5086,0.50874,392,short,migrant,1.1062639207,0.8361484659,11,5.3736914826,1.0108894598,0.597,0.703,0.73,bark glean,insct/om,,0.4914,0.49126
288,6720,Palm Warbler,46,2.5531117963,0.4070698322,0.2317320995,Low,10,1,3.8,Y,41,3364313.15705409,6.526896414,0.35094,0.34111,15,neotrop,migrant,0.561695056,0.561695056,6,3.5217970913,0.2816222664,0.087,0.261,0.348,ground glean,insectivore,,0.64906,0.65889
289,6730,Prairie Warbler,261,3.359077655,0.526220044,0.3241952833,Low,8.25,0.9164539485,-2.1,Y,358,1565554.09496118,6.1946680785,0.44186,0.42826,190,neotrop,migrant,0.8966333838,0.8966333838,9,3.8740697861,0.5914726239,0.444,0.678,0.755,foliage glean,insectivore,,0.55814,0.57174
290,6740,Ovenbird,456,12.494369233,1.096714336,0.7462269623,High,19,1.278753601,0.5,Y,823,5209025.23013748,6.716756461,0.53003,0.50152,660,neotrop,migrant,1.2207018613,1.2207018613,12,1.6720513042,0.3287864284,0.632,0.715,0.739,ground glean,insectivore,,0.46997,0.49848
291,6750,Northern Waterthrush,236,4.0601493332,0.6085420073,0.3195220947,Med,18,1.2552725051,-0.1,B,268,7570213.82474199,6.8791081466,0.44528,0.44798,165,neotrop,migrant,1.5312567753,1.5312567753,17,4.6557784971,0.9738201096,0.301,0.458,0.538,ground glean,insectivore,,0.55472,0.55202
292,6760,Louisiana Waterthrush,376,1.4827419042,0.1710655615,0.1135161888,Low,21,1.3222192947,0.8,Y,195,2410309.70839924,6.38207285,0.52559,0.46841,77,neotrop,migrant,0.9453835008,0.9453835008,8,2.3070895239,0.3836095168,0.178,0.396,0.516,ground glean,insectivore,,0.47441,0.53159
293,6770,Kentucky Warbler,293,2.6609926104,0.4250436685,0.2630114233,Low,14,1.1461280357,-1,B,294,1969699.20171346,6.2943999089,0.52966,0.50585,183,neotrop,migrant,1.0354792095,1.0354792095,8,3.7822289388,0.5496504148,0.382,0.577,0.696,ground glean,insectivore,,0.47034,0.49415
294,6780,Connecticut Warbler,36,2.7532082324,0.4398390595,0.295635379,Low,15,1.1760912591,-1.3,Y,35,1178594.84950067,6.0713645389,0.27508,0.40523,20,neotrop,migrant,0.9954261302,0.9954261302,5,5.9346157859,0.1647658487,0.056,0.278,0.389,ground glean,insectivore,,0.72492,0.59477
295,6790,Mourning Warbler,161,4.3952628538,0.6429848527,0.3686317483,Low,12.75,1.1055101848,-1.2,Y,219,2700805.28295476,6.4314932745,0.51421,0.52131,158,neotrop,migrant,0.9159532382,0.9159532382,6,3.457304594,0.1551931162,0.404,0.621,0.696,foliage glean,insectivore,,0.48579,0.47869
296,6800,MacGillivray's Warbler,150,6.2640753391,0.7968569724,0.5005285416,Med,10,1,-0.5,B,261,2631642.57750732,6.4202269043,0.57465,0.53432,193,neotrop,migrant,2.5858785503,2.5858785503,30,6.0426077902,0.6914740006,0.4,0.493,0.54,foliage glean,insectivore,,0.42535,0.46568
297,6810,Common Yellowthroat,715,11.176575877,1.0483087709,0.7938839635,High,10.58,1.0244856677,-0.4,Y,1711,11282148.9491467,7.0523918291,0.57776,0.55984,1435,neotrop,migrant,2.3582876764,2.2950882699,39,0.8636925689,0.4912521223,0.808,0.898,0.926,foliage glean,insectivore,,0.42224,0.44016
298,6830,Yellow-breasted Chat,515,7.7662561897,0.8902117128,0.5435344407,Med,26.5,1.4232458739,0,Y,701,6148136.4836502,6.7887434999,0.50533,0.49667,522,neotrop,migrant,2.4969492345,2.4494683974,34,3.8771169665,1.5144394843,0.456,0.604,0.682,foliage glean,insct/om,,0.49467,0.50333
299,6840,Hooded Warbler,335,3.7436250094,0.5732923399,0.3581034602,Med,10.75,1.0314084643,0.7,B,364,2007056.57165717,6.3025596138,0.47438,0.45617,226,neotrop,migrant,1.0476949011,1.0476949011,9,4.4571315986,0.9468440369,0.4,0.558,0.603,foliage glean,insectivore,,0.52562,0.54383
300,6850,Wilson's Warbler,128,6.5194289991,0.8142095599,0.4275970762,Med,7.5,0.8750612634,-1.6,B,268,7924272.24363272,6.8989593876,0.50435,0.50872,185,neotrop,migrant,1.793975974,1.793975974,27,4.077465074,0.867443808,0.422,0.664,0.758,foliage glean,insectivore,,0.49565,0.49128
301,6860,Canada Warbler,159,2.0567304019,0.3131773677,0.1853619887,Low,11,1.0413926852,-2,Y,120,2759370.51970875,6.4408100201,0.45989,0.45648,53,neotrop,migrant,0.8010890831,0.8010890831,5,2.5864359156,0.1607407762,0.245,0.478,0.604,hover/glean,insectivore,,0.54011,0.54352
302,6870,American Redstart,511,6.0171983472,0.7793943275,0.4696401101,Med,9,0.9542425094,-0.6,Y,629,6658042.05397616,6.8233465339,0.49879,0.48681,453,neotrop,migrant,1.7399580175,1.7399580175,23,1.7715544331,0.3464768639,0.427,0.554,0.62,hover/glean,insectivore,,0.50121,0.51319
303,6880,Painted Redstart,17,3.0994949495,0.491290933,0.3967460362,Low,8,0.903089987,,,6,1126860.3394467,6.0518700939,0.08383,0.32409,3,neotrop,migrant,2.8054782748,2.0343128189,17,7.7248780641,0.0383928555,0.176,0.176,0.176,foliage glean,insectivore,,0.91617,0.67591
304,6882,House Sparrow,811,31.225036438,1.4945029538,1.0599562324,High,27.75,1.4432629875,-2.6,Y,1650,23324193.0021944,7.3678066264,0.34349,0.32583,1498,resid,resid,2.9146613233,2.6036475994,39,0.4574691424,0.63021288,0.734,0.82,0.859,ground glean,insct/om,,0.65651,0.67417
305,6883,Eurasian Tree Sparrow,12,2.6797031158,0.4280866812,0.3094474415,Low,22,1.3424226808,4.7,Y,16,43476.8321943,4.638257893,0.1111,0.22949,12,resid,resid,0.6018475953,0.6018475953,2,2.0025068364,0.0020594155,0.5,0.75,0.917,ground glean,insct/om,,0.8889,0.77051
306,6900,Red-faced Warbler,12,6.6575757576,0.823316117,0.5481342319,High,10,1,,,5,393792.1618817,5.5952670676,0.29609,0.31564,4,neotrop,migrant,2.0216672499,1.9054018106,10,8.3771507001,0.1073627235,0.25,0.333,0.333,foliage glean,insectivore,,0.70391,0.68436
308,6970,American Pipit,58,3.8422839506,0.5845894567,0.2942394747,Med,21.5,1.3324384599,,,5,5430764.96142018,6.7348610073,0.30769,0.27745,2,neotrop,migrant,1.922995688,1.922995688,33,9.8477763151,0.6321225358,0.017,0.017,0.034,ground glean,insectivore,,0.69231,0.72255
309,7000,Sprague's Pipit,41,6.1742539683,0.7905844895,0.3687882274,Med,25,1.3979400087,-4.4,B,49,1157705.88976258,6.0635982427,0.45353,0.42609,30,short,migrant,0.6852160848,0.6852160848,7,6.2464370404,0.0913619361,0.244,0.293,0.439,ground glean,insectivore,,0.54647,0.57391
310,7020,Sage Thrasher,117,14.76357192,1.169191444,0.7518842441,High,43.5,1.638489257,-0.8,B,151,1752305.83710908,6.2436099076,0.56155,0.53738,124,short,migrant,2.0224437334,2.0224437334,15,10.252275106,0.2820040669,0.41,0.53,0.573,ground glean,insectivore,,0.43845,0.46262
311,7030,Northern Mockingbird,779,20.602660861,1.3139233137,0.9255577984,High,49,1.69019608,-0.6,Y,1194,10141030.4167064,7.0060820853,0.59681,0.5818,1022,resid,resid,2.7996105592,2.5977440494,38,3.5585747253,1.1699808255,0.528,0.597,0.646,ground glean,insectivore,,0.40319,0.4182
312,7040,Gray Catbird,636,6.7035873312,0.8263072715,0.5316693103,Med,37,1.5682017241,-0.1,Y,1163,6814322.31784635,6.8334226719,0.5325,0.53829,870,neotrop,migrant,1.7730970002,1.7730970002,23,1.0206540697,0.3125784206,0.682,0.84,0.874,ground glean,insct/om,,0.4675,0.46171
313,7050,Brown Thrasher,589,4.0417851191,0.6065732206,0.4425352021,Low,69,1.8388490907,-1.2,Y,1131,5671033.56088316,6.7536622174,0.55522,0.53818,818,short,migrant,1.373960302,1.373960302,18,1.5660057817,1.1972867718,0.716,0.878,0.925,ground glean,omnivore,,0.44478,0.46182
315,7070,Curve-billed Thrasher,33,4.1524170274,0.6183009632,0.27274648,Low,79,1.8976270913,-1.2,Y,59,2015441.78999,6.3043702594,0.53679,0.5158,38,short,migrant,2.4716939458,2.1028705361,19,9.3674586808,0.4907217784,0.455,0.727,0.879,ground glean,insectivore,,0.46321,0.4842
316,7080,Bendire's Thrasher,27,1.8989390994,0.2785110368,0.1847776724,Low,62,1.7923916895,-5.3,Y,11,774979.724695,5.8892903405,0.33527,0.33856,5,short,migrant,2.3567730131,2.2187762675,16,12.36917548,0.2592415317,0.111,0.37,0.407,ground glean,insectivore,,0.66473,0.66144
317,7100,California Thrasher,16,3.5654351396,0.5521125404,0.2952641173,Low,84,1.9242792861,-1.9,B,25,167310.34851811,5.2235228039,0.46854,0.51337,18,resid,resid,1.8820908406,1.8820908406,13,5.4401867678,0.1987912419,0.438,0.438,0.5,ground glean,insectivore,,0.53146,0.48663
319,7120,Crissal Thrasher,22,1.720026455,0.2355351267,0.1256949823,Low,63,1.7993405495,1.2,Y,15,1011858.88758,6.0051199506,0.16155,0.29032,5,resid,resid,1.8140096702,1.7059211039,20,12.693916649,0.3999664671,0.273,0.591,0.864,ground glean,insectivore,,0.83845,0.70968
320,7130,Cactus Wren,36,12.689303254,1.1034377764,0.6828860069,High,39,1.591064607,-2.6,B,86,1849178.7006736,6.2669788825,0.55181,0.5394,69,resid,resid,2.4024561878,2.1974697506,26,11.454924156,0.4418056072,0.722,0.806,0.833,ground glean,insectivore,,0.44819,0.4606
321,7150,Rock Wren,208,4.4258463101,0.6459963287,0.3619319507,Med,17,1.2304489214,-1.9,Y,246,5421941.67507534,6.7341548415,0.45733,0.43999,195,short,migrant,2.8910131298,2.6599284612,34,8.120001094,0.7525051202,0.327,0.548,0.649,ground glean,insectivore,,0.54267,0.56001
